Dataset ID,Collection,Dataset Name,Languages,Text Sources,Model Generated,Derived from Datasets,License Use (DataProvenance),License Use (GitHub),Licenses,GitHub License,Dataset URL,GitHub URL,ArXiv URL
xp3x-tydiqa_goldp-eng_latn,xP3x,tydiqa-goldp,['English'],['wikipedia.org'],[],[],commercial,commercial,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://en.wikipedia.org/wiki/Wikipedia:Reusing_Wikipedia_content'}]",Apache License 2.0,https://github.com/google-research-datasets/tydiqa,https://github.com/google-research-datasets/tydiqa,https://arxiv.org/abs/2003.05002
xp3x-mbpp-python,xP3x,mbpp,['Python'],[],[],[],commercial,commercial,"[{'License': 'CC BY 4.0', 'License URL': 'https://www.tensorflow.org/datasets/community_catalog/huggingface/mbpp'}]",Apache License 2.0,https://github.com/google-research/google-research/tree/master/mbpp,https://github.com/google-research/google-research/tree/master/mbpp,
xp3x-codecomplex-java,xP3x,codecomplex,['Java'],[],[],[],commercial,commercial,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}]",Apache License 2.0,https://github.com/yonsei-toc/CodeComple,https://github.com/yonsei-toc/CodeComple,
xp3x-flores-eng_latn,xP3x,flores,['English'],['wikipedia.org'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}]",,https://github.com/facebookresearch/flores,https://github.com/facebookresearch/flores/,https://arxiv.org/abs/2106.03193
dolly-openqa,Dolly 15k,dolly-open_qa,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-closedqa,Dolly 15k,dolly-closed_qa,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-classification,Dolly 15k,dolly-classification,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-brainstorming,Dolly 15k,dolly-brainstorming,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-infoextract,Dolly 15k,dolly-infoextract,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-summarization,Dolly 15k,dolly-summarization,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
dolly-creative_writing,Dolly 15k,dolly-creative_writing,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://huggingface.co/datasets/databricks/databricks-dolly-15k#summary'}]",,https://huggingface.co/datasets/databricks/databricks-dolly-15k,,
aya-english,Aya Dataset,aya-english,['English'],"['crowdsourced', 'human', 'volunteer annotations']",[],['xP3'],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://huggingface.co/datasets/CohereForAI/aya_dataset#licensing-information'}, {'License': 'Apache License 2.0', 'License URL': 'https://huggingface.co/datasets/bigscience/xP3#licensing-information'}]",,https://huggingface.co/datasets/CohereForAI/aya_dataset/viewer/default/train?f[language][value]=%27English%27,,https://arxiv.org/abs/2402.06619
AgentInstruct-alfworld,AgentInstruct,ALFworld,['English'],['crowdsourced'],[],['ALFRED'],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/alfworld/alfworld'}, {'License': 'MIT License', 'License URL': 'https://github.com/askforalfred/alfred/blob/master/LICENSE'}, {'License': 'MIT License', 'License URL': 'https://github.com/microsoft/TextWorld/blob/main/LICENSE.txt'}]",,https://github.com/alfworld/alfworld/tree/master/alfworld/data,https://github.com/THUDM/AgentTuning,https://arxiv.org/abs/2010.03768
oasst-en-octopack,Open Assistant OctoPack,oasst,"['English', 'Spanish', 'Russian', 'Mandarin Chinese', 'German', 'French', 'Thai', 'Portugese (Brazilian)', 'Catalan', 'Ukrainian', 'Italian', 'Japanese', 'Polish', 'Basque', 'Vietnamese', 'Hungarian', 'Arabic', 'Danish', 'Turkish', 'Code']",['crowdsourced'],[],[],commercial,commercial,"[{'License': 'CC BY 4.0', 'License URL': 'https://open-assistant.io/'}]",Apache License 2.0,https://github.com/LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,https://arxiv.org/abs/2304.07327
oasst-en,Open Assistant,oasst,"['English', 'Code']",['crowdsourced'],[],[],commercial,commercial,"[{'License': 'CC BY 4.0', 'License URL': 'https://open-assistant.io/'}]",Apache License 2.0,https://github.com/LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,https://arxiv.org/abs/2304.07327
commitpackft-llvm,CommitPackFT,CommitPackFT,"['English', 'LLVM']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-crystal,CommitPackFT,CommitPackFT,"['English', 'Crystal']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-purescript,CommitPackFT,CommitPackFT,"['English', 'PureScript']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-unity3d-asset,CommitPackFT,CommitPackFT,"['English', 'Unity3D Asset']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'ISC License', 'License URL': 'https://opensource.org/licenses/ISC'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}, {'License': 'Unspecified', 'License URL': ''}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-idris,CommitPackFT,CommitPackFT,"['Idris', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-rouge,CommitPackFT,CommitPackFT,"['Rouge', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-liquid,CommitPackFT,CommitPackFT,"['Liquid', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-solidity,CommitPackFT,CommitPackFT,"['Solidity', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}, {'License': 'Unspecified', 'License URL': ''}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-json5,CommitPackFT,CommitPackFT,"['JSON5', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-systemverilog,CommitPackFT,CommitPackFT,"['SystemVerilog', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-literate-coffeescript,CommitPackFT,CommitPackFT,"['English', 'Literate CoffeeScript']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-openscad,CommitPackFT,CommitPackFT,"['OpenSCAD', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-pan,CommitPackFT,CommitPackFT,"['Pan', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-pony,CommitPackFT,CommitPackFT,"['Pony', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-chapel,CommitPackFT,CommitPackFT,"['Chapel', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ioke,CommitPackFT,CommitPackFT,"['English', 'Ioke']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ooc,CommitPackFT,CommitPackFT,"['ooc', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-g-code,CommitPackFT,CommitPackFT,"['English', 'G-code']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-mirah,CommitPackFT,CommitPackFT,"['Mirah', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-logos,CommitPackFT,CommitPackFT,"['Logos', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'ISC License', 'License URL': 'https://opensource.org/licenses/ISC'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-vcl,CommitPackFT,CommitPackFT,"['VCL', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-gdscript,CommitPackFT,CommitPackFT,"['English', 'GDScript']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-graphql,CommitPackFT,CommitPackFT,"['GraphQL', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-hlsl,CommitPackFT,CommitPackFT,"['HLSL', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-http,CommitPackFT,CommitPackFT,"['HTTP', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ninja,CommitPackFT,CommitPackFT,"['English', 'Ninja']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-oz,CommitPackFT,CommitPackFT,"['Oz', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-aspectj,CommitPackFT,CommitPackFT,"['AspectJ', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-fancy,CommitPackFT,CommitPackFT,"['English', 'Fancy']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-moonscript,CommitPackFT,CommitPackFT,"['English', 'MoonScript']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-piglatin,CommitPackFT,CommitPackFT,"['English', 'PigLatin']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-urweb,CommitPackFT,CommitPackFT,"['UrWeb', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-agda,CommitPackFT,CommitPackFT,"['Agda', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-coldfusion,CommitPackFT,CommitPackFT,"['ColdFusion', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-emberscript,CommitPackFT,CommitPackFT,"['English', 'EmberScript']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-latte,CommitPackFT,CommitPackFT,"['English', 'Latte']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-literate-haskell,CommitPackFT,CommitPackFT,"['Literate Haskell', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-scilab,CommitPackFT,CommitPackFT,"['Scilab', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-apl,CommitPackFT,CommitPackFT,"['English', 'APL']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'ISC License', 'License URL': 'https://opensource.org/licenses/ISC'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-genshi,CommitPackFT,CommitPackFT,"['English', 'Genshi']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-jsonld,CommitPackFT,CommitPackFT,"['JSONLD', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}, {'License': 'Unspecified', 'License URL': ''}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-krl,CommitPackFT,CommitPackFT,"['KRL', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-lean,CommitPackFT,CommitPackFT,"['English', 'Lean']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
