Dataset ID,Collection,Dataset Name,Languages,Text Sources,Model Generated,Derived from Datasets,License Use (DataProvenance),License Use (GitHub),Licenses,GitHub License,Dataset URL,GitHub URL,ArXiv URL
ds-ABCD,DialogStudio,ABCD,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/asappresearch/abcd/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/asappresearch/abcd,https://github.com/asappresearch/abcd,https://aclanthology.org/2021.naacl-main.239
ds-AirDialogue,DialogStudio,AirDialogue,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/google/airdialogue/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google/airdialogue,https://github.com/google/airdialogue,https://aclanthology.org/D18-1419
ds-BiTOD,DialogStudio,BiTOD,"['English', 'Chinese']",['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/HLTCHKUST/BiToD/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/HLTCHKUST/BiToD,https://github.com/HLTCHKUST/BiToD,
ds-CaSiNo,DialogStudio,CaSiNo,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/kushalchawla/CaSiNo/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/kushalchawla/CaSiNo,https://github.com/kushalchawla/CaSiNo,https://aclanthology.org/2021.naacl-main.254.pdf
ds-CraigslistBargains,DialogStudio,CraigslistBargains,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/stanfordnlp/cocoa/blob/master/LICENSE.md'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/stanfordnlp/cocoa/tree/master/craigslistbargain,https://github.com/stanfordnlp/cocoa/tree/master/craigslistbargain,https://arxiv.org/abs/1808.09637
ds-Disambiguation,DialogStudio,Disambiguation,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/qbetterk/ParlAI/blob/disambiguation/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/qbetterk/ParlAI/tree/disambiguation,https://github.com/qbetterk/ParlAI/tree/disambiguation,https://aclanthology.org/2022.naacl-main.85.pdf
ds-GECOR,DialogStudio,GECOR,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://multinlp.github.io/GECOR/,,https://aclanthology.org/D19-1462/
ds-HDSA-Dialog,DialogStudio,HDSA-Dialog,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/wenhuchen/HDSA-Dialog/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/wenhuchen/HDSA-Dialog,https://github.com/wenhuchen/HDSA-Dialog,https://arxiv.org/abs/1905.12866
ds-KETOD,DialogStudio,KETOD,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/facebookresearch/ketod/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/facebookresearch/ketod,https://github.com/facebookresearch/ketod,https://arxiv.org/abs/2205.05589
ds-MULTIWOZ2_2,DialogStudio,MULTIWOZ2_2,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/budzianowski/multiwoz/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/budzianowski/multiwoz,https://github.com/budzianowski/multiwoz,https://arxiv.org/abs/2007.12720
ds-MulDoGO,DialogStudio,MulDoGO,['English'],['human'],[],[],commercial,,"[{'License': 'CDLA Permissive 1.0', 'License URL': 'https://github.com/awslabs/multi-domain-goal-oriented-dialogues-dataset/blob/master/LICENSE.txt'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/awslabs/multi-domain-goal-oriented-dialogues-dataset,https://github.com/awslabs/multi-domain-goal-oriented-dialogues-dataset,https://aclanthology.org/D19-1460.pdf
ds-MultiWOZ_2.1,DialogStudio,MultiWOZ_2.1,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/budzianowski/multiwoz/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/budzianowski/multiwoz,https://github.com/budzianowski/multiwoz,https://arxiv.org/abs/1907.01669
ds-SGD,DialogStudio,SGD,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/google-research-datasets/dstc8-schema-guided-dialogue/blob/master/LICENSE.txt'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/dstc8-schema-guided-dialogue,https://github.com/google-research-datasets/dstc8-schema-guided-dialogue,https://arxiv.org/pdf/1909.05855.pdf
ds-STAR,DialogStudio,STAR,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/RasaHQ/STAR/blob/master/LICENSE.txt'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/RasaHQ/STAR,https://github.com/RasaHQ/STAR,https://arxiv.org/abs/2010.11853
ds-Taskmaster1,DialogStudio,Taskmaster1,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/Taskmaster,https://github.com/google-research-datasets/Taskmaster,https://arxiv.org/abs/1909.05358
ds-Taskmaster2,DialogStudio,Taskmaster2,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/Taskmaster/tree/master/TM-2-2020,https://github.com/google-research-datasets/Taskmaster/tree/master/TM-2-2020,
ds-Taskmaster3,DialogStudio,Taskmaster3,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/Taskmaster/tree/master/TM-3-2020,https://github.com/google-research-datasets/Taskmaster/tree/master/TM-3-2020,
ds-WOZ2_0,DialogStudio,WOZ2_0,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/nmrksic/neural-belief-tracker/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/nmrksic/neural-belief-tracker,https://github.com/nmrksic/neural-belief-tracker,https://arxiv.org/abs/1805.11350
ds-AMI,DialogStudio,AMI,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://groups.inf.ed.ac.uk/ami/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://groups.inf.ed.ac.uk/ami/,https://github.com/guokan-shang/ami-and-icsi-corpora,https://aclanthology.org/P18-1062/
ds-CRD3,DialogStudio,CRD3,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/RevanthRameshkumar/CRD3/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/RevanthRameshkumar/CRD3,https://github.com/RevanthRameshkumar/CRD3,https://www.aclweb.org/anthology/2020.acl-main.459/
ds-ConvoSumm,DialogStudio,ConvoSumm,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/Yale-LILY/ConvoSumm/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/Yale-LILY/ConvoSumm,https://github.com/Yale-LILY/ConvoSumm,https://aclanthology.org/2021.acl-long.535/
ds-DialogSum,DialogStudio,DialogSum,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/cylnlp/dialogsum/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/cylnlp/dialogsum?tab=readme-ov-file,https://github.com/cylnlp/dialogsum?tab=readme-ov-file,https://aclanthology.org/2021.findings-acl.449/
ds-ICSI,DialogStudio,ICSI,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://groups.inf.ed.ac.uk/ami/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/guokan-shang/ami-and-icsi-corpora,https://github.com/guokan-shang/ami-and-icsi-corpora,https://ieeexplore.ieee.org/abstract/document/1198793
ds-QMSum,DialogStudio,QMSum,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/Yale-LILY/QMSum/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/Yale-LILY/QMSum,https://github.com/Yale-LILY/QMSum,https://arxiv.org/abs/2104.05938
ds-TweetSumm,DialogStudio,TweetSumm,['English'],['human'],[],[],commercial,,"[{'License': 'CC0 1.0', 'License URL': 'https://github.com/guyfe/Tweetsumm/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/guyfe/Tweetsumm,https://github.com/guyfe/Tweetsumm,https://arxiv.org/abs/2111.11894
ds-AntiScam,DialogStudio,AntiScam,['English'],['human'],[],[],commercial,,"[{'License': 'CC0 1.0', 'License URL': 'https://gitlab.com/ucdavisnlp/antiscam'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://gitlab.com/ucdavisnlp/antiscam,https://gitlab.com/ucdavisnlp/antiscam,https://arxiv.org/abs/1911.10742
ds-ConvAI2,DialogStudio,ConvAI2,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/DeepPavlovAdmin/convai/tree/master/2017'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/DeepPavlovAdmin/convai/tree/master/2017,https://github.com/DeepPavlovAdmin/convai/tree/master/2017,https://arxiv.org/abs/1902.00098
ds-HH-RLHF,DialogStudio,HH-RLHF,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://huggingface.co/datasets/Anthropic/hh-rlhf'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://huggingface.co/datasets/Anthropic/hh-rlhf,,https://arxiv.org/abs/2204.05862
ds-Prosocial,DialogStudio,Prosocial,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/skywalker023/prosocial-dialog/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/skywalker023/prosocial-dialog,https://github.com/skywalker023/prosocial-dialog,https://arxiv.org/abs/2205.12688
ds-chitchat-dataset,DialogStudio,chitchat-dataset,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/BYU-PCCL/chitchat-dataset'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/BYU-PCCL/chitchat-dataset,https://github.com/BYU-PCCL/chitchat-dataset,
ds-CoQA,DialogStudio,CoQA,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/stanfordnlp/coqa-baselines/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/stanfordnlp/coqa-baselines,https://github.com/stanfordnlp/coqa-baselines,https://arxiv.org/abs/1808.07042
ds-CoSQL,DialogStudio,CoSQL,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://yale-lily.github.io/cosql,,https://arxiv.org/abs/1909.05378
ds-DART,DialogStudio,DART,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/Yale-LILY/dart/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/Yale-LILY/dart,https://github.com/Yale-LILY/dart,https://aclanthology.org/2021.naacl-main.37/
ds-FeTaQA,DialogStudio,FeTaQA,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/Yale-LILY/FeTaQA/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/Yale-LILY/FeTaQA,https://github.com/Yale-LILY/FeTaQA,https://aclanthology.org/2022.tacl-1.3/
ds-GrailQA,DialogStudio,GrailQA,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/dki-lab/GrailQA/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://dki-lab.github.io/GrailQA/,https://github.com/dki-lab/GrailQA,https://arxiv.org/abs/2011.07743
ds-HybridQA,DialogStudio,HybridQA,['English'],['human'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://github.com/wenhuchen/HybridQA/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://hybridqa.github.io/,https://github.com/wenhuchen/HybridQA,https://aclanthology.org/2020.findings-emnlp.91/
ds-MTOP,DialogStudio,MTOP,"['English', 'Italian', 'Japanese']",['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/awslabs/multilingual-top/blob/main/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/awslabs/multilingual-top,https://github.com/awslabs/multilingual-top,https://aclanthology.org/2021.eacl-main.257/
ds-SParC,DialogStudio,SParC,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://yale-lily.github.io/sparc,,https://aclanthology.org/P19-1443/
ds-SQA,DialogStudio,SQA,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://www.microsoft.com/en-us/download/details.aspx?id=54253,,https://aclanthology.org/P17-1167/
ds-Spider,DialogStudio,Spider,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/taoyds/spider,https://github.com/taoyds/spider,https://arxiv.org/abs/1809.08887
ds-ToTTo,DialogStudio,ToTTo,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/3.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/ToTTo,https://github.com/google-research-datasets/ToTTo,https://aclanthology.org/2020.emnlp-main.89/
ds-WebQSP,DialogStudio,WebQSP,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://www.microsoft.com/en-us/research/publication/the-value-of-semantic-parse-labeling-for-knowledge-base-question-answering-2/,,https://aclanthology.org/P16-2033/
ds-WikiSQL,DialogStudio,WikiSQL,['English'],['human'],[],[],commercial,,"[{'License': 'BSD 3-Clause License', 'License URL': 'https://github.com/salesforce/WikiSQL/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/salesforce/WikiSQL,https://github.com/salesforce/WikiSQL,https://arxiv.org/abs/1709.00103
ds-WikiTQ,DialogStudio,WikiTQ,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/ppasupat/WikiTableQuestions/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/ppasupat/WikiTableQuestions,https://github.com/ppasupat/WikiTableQuestions,https://aclanthology.org/P15-1142/
ds-wizard_of_internet,DialogStudio,wizard_of_internet,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://parl.ai/projects/sea/,,https://aclanthology.org/2022.acl-long.579/
ds-wizard_of_wikipedia,DialogStudio,wizard_of_wikipedia,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://creativecommons.org/licenses/by/4.0/'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://parl.ai/projects/wizard_of_wikipedia/,,https://arxiv.org/abs/1811.01241
ds-ATIS,DialogStudio,ATIS,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/PolyAI-LDN/task-specific-datasets/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/PolyAI-LDN/task-specific-datasets,https://github.com/PolyAI-LDN/task-specific-datasets,https://aclanthology.org/H90-1021/
ds-ATIS-NER,DialogStudio,ATIS-NER,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/PolyAI-LDN/task-specific-datasets/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/PolyAI-LDN/task-specific-datasets,https://github.com/PolyAI-LDN/task-specific-datasets,https://aclanthology.org/H90-1021/
ds-BANKING77,DialogStudio,BANKING77,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/PolyAI-LDN/task-specific-datasets/commit/3bf93de788b9362c34d06cba1d271bc23dd1bcb6'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/PolyAI-LDN/task-specific-datasets,https://github.com/PolyAI-LDN/task-specific-datasets,https://aclanthology.org/2020.nlp4convai-1.5/?ref=https://githubhelp.com
ds-BANKING77-OOS,DialogStudio,BANKING77-OOS,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/PolyAI-LDN/task-specific-datasets/commit/3bf93de788b9362c34d06cba1d271bc23dd1bcb6'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/PolyAI-LDN/task-specific-datasets,https://github.com/PolyAI-LDN/task-specific-datasets,https://aclanthology.org/2020.nlp4convai-1.5/?ref=https://githubhelp.com
ds-CLINC-Single-Domain-OOS-banking,DialogStudio,CLINC-Single-Domain-OOS-banking,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 3.0', 'License URL': 'https://github.com/jianguoz/Few-Shot-Intent-Detection'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/jianguoz/Few-Shot-Intent-Detection,https://github.com/jianguoz/Few-Shot-Intent-Detection,https://arxiv.org/abs/2106.04564
ds-CLINC-Single-Domain-OOS-credit_cards,DialogStudio,CLINC-Single-Domain-OOS-credit_cards,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 3.0', 'License URL': 'https://github.com/jianguoz/Few-Shot-Intent-Detection'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/jianguoz/Few-Shot-Intent-Detection,https://github.com/jianguoz/Few-Shot-Intent-Detection,https://arxiv.org/abs/2106.04564
ds-CLINC150,DialogStudio,CLINC150,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://github.com/clinc/oos-eval/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/clinc/oos-eval,https://github.com/clinc/oos-eval,https://aclanthology.org/D19-1131/
ds-DSTC8-SGD,DialogStudio,DSTC8-SGD,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/google-research-datasets/dstc8-schema-guided-dialogue/blob/master/LICENSE.txt'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/google-research-datasets/dstc8-schema-guided-dialogue,https://github.com/google-research-datasets/dstc8-schema-guided-dialogue,https://arxiv.org/abs/1909.05855
ds-HWU64,DialogStudio,HWU64,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://github.com/alexa/dialoglue?tab=readme-ov-file'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/alexa/dialoglue,https://github.com/alexa/dialoglue,https://arxiv.org/abs/1903.05566
ds-RESTAURANTS8K,DialogStudio,RESTAURANTS8K,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY 4.0', 'License URL': 'https://github.com/PolyAI-LDN/task-specific-datasets/commit/3bf93de788b9362c34d06cba1d271bc23dd1bcb6'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/PolyAI-LDN/task-specific-datasets,https://github.com/PolyAI-LDN/task-specific-datasets,https://arxiv.org/abs/2005.08866
ds-SNIPS,DialogStudio,SNIPS,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/snipsco/snips-nlu/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,https://arxiv.org/abs/1805.10190
ds-SNIPS-NER,DialogStudio,SNIPS-NER,['English'],['human'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://github.com/snipsco/snips-nlu/blob/master/LICENSE'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,https://arxiv.org/abs/1805.10190
ds-TOP,DialogStudio,TOP,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA', 'License URL': 'https://github.com/alexa/dialoglue'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/alexa/dialoglue,https://github.com/alexa/dialoglue,https://arxiv.org/abs/1810.07942
ds-TOP-NER,DialogStudio,TOP-NER,['English'],['human'],[],[],commercial,,"[{'License': 'CC BY-SA', 'License URL': 'https://github.com/alexa/dialoglue'}, {'License': 'Apache License 2.0', 'License URL': 'https://github.com/salesforce/DialogStudio/blob/main/LICENSE.txt'}]",,https://github.com/alexa/dialoglue,https://github.com/alexa/dialoglue,https://arxiv.org/abs/1810.07942
oasst2-en,Open Assistant v2,oasst2,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'Apache License 2.0', 'License URL': 'https://huggingface.co/datasets/OpenAssistant/oasst2'}]",,https://github.com/LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,https://arxiv.org/abs/2304.07327
xp3x-xquad-eng_latn,xP3x,xquad,['English'],['wikipedia.org'],[],['Squad'],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}]",,https://github.com/deepmind/xquad,https://github.com/deepmind/xquad,https://arxiv.org/abs/1910.11856
xp3x-mlqa-eng_latn,xP3x,mlqa,['English'],['wikipedia.org'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://creativecommons.org/licenses/by-sa/4.0/legalcode'}]",,https://github.com/facebookresearch/MLQA,https://github.com/facebookresearch/MLQA,https://arxiv.org/abs/1910.07475
xp3x-tydiqa_primary-eng_latn,xP3x,tydiqa-primary,['English'],['wikipedia.org'],[],[],commercial,commercial,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://en.wikipedia.org/wiki/Wikipedia:Reusing_Wikipedia_content'}]",Apache License 2.0,https://github.com/google-research-datasets/tydiqa,https://github.com/google-research-datasets/tydiqa,https://arxiv.org/abs/2003.05002
